Car_ID,Service_Type,Service_Date,Service_Cost,Service_Center
C1341,BraKE SeRVICE," auG 06, 2020", 01 jan 1970 , spEED GarAGe
 c1342, ENGINe repAir,2020/11/17 , 1970-01-01, PItStoP 
c1343, fuLL SERVice ,2022-24-01, 1970/01/01,FasTFIX 
 c1344,BatteRy rEPLacemENT, 11 Jun 2022,1970/01/01,  FAsTFIX  
C1345 ,EngiNE REPAIr,"dEc 09, 2021 ","Jan 01, 1970",CaRZ 
C1346,fUll sErVice,"DEc 28, 2023 ",1970-01-01 ,mEcHANix
C1347, OIL Change,2023-04-06 ,1970/01/01, sPEEd GARAge 
c1348, tYRe chANGE , 31/12/2020, 01-01-1970,aUtocare
c1349 ,  TYre CHange  ,10 Jun 2022,01/01/1970, AUtOCaRe 
C1350,TYRE chAnge ," AuG 07, 2020", 01/01/1970, AUTOCaRe 
c1351,TYRE chANGE,2020/06/30,"jaN 01, 1970 ",FaStFix
C1352 ,brAke servICe , 22 oCt 2022 ,1970-01-01, PItStop 
 C1353 ,fULL sERVicE ,2021/02/09,01-01-1970 , PitstOp
c1354  , TYre chAnge,2022-19-03,1970-01-01 , auTOCARe
C1355  ,fUlL SErvICe,24/10/2021, 01 jAN 1970, AUTOcArE 
C1356 , tyRe CHanGe, 10-12-2022, 1970-01-01,spEED GaRAgE 
C1357, battery REPLaceMeNT,"jun 03, 2020", 01/01/1970,AUTocAre 
  c1358,OIL chAnGe , 2020-16-04 ," jan 01, 1970",PITStoP
 C1359 ,BrAke seRVicE ,05-18-2021 , 1970-01-01,MEchaNiX 
c1360 ,fULL servicE,01-13-2020 , 1970-01-01,  Carz
c1361,FuLL SERVICE ,10 juL 2020,01 Jan 1970,FAStfIX
C1362,OiL CHANge ,2021/09/13 , 01 JaN 1970, MEchaniX 
 C1363, FULL SErviCe ,09-26-2023, 1970/01/01,mEChaniX
c1364,bATTERY replacEmEnt ,23/09/2021, 1970/01/01,CArz
c1365 ,Brake ServiCE , 2021/06/05 , 1970/01/01 ,SPeed gArAgE 
C1366,Oil ChAnge, 22 nOV 2021," jAN 01, 1970 ",CArz
C1367,TyRe ChaNGE  ,2020-30-07, 01 jan 1970 ,  PITStOP 
 c1368,oiL cHANGe,"Oct 25, 2023",1970-01-01 ,mECHANIX  
C1369,BAtterY REPLacemENT , 12-09-2020,"JAN 01, 1970",speeD GArAGe
  C1370 , tYre cHange,"aPR 13, 2023 ",01-01-1970,CarZ 
c1371 ,OIl chanGE, 2023/07/05, 01/01/1970,MEchANIx 
 C1372  ,enGInE REPaIR,22 mar 2020, 1970/01/01 , pItSToP 
 C1373,OIL chanGE ,21 juN 2023,01/01/1970,spEEd GaraGE
  c1374 ,FuLL sErvICe ,2022/03/27 ,01 Jan 1970,FaSTfiX 
c1375,OIL CHaNge,"JuN 25, 2020 ",1970-01-01 ,aUTocaRe
  c1376, BRaKE SErvICE ,2023-20-01, 1970-01-01 , fAsTfix
 c1377,bATtERY replacemEnT ,"noV 20, 2023 ", 01/01/1970 ,  AutOcarE  
C1378 , FULl sErVICE, 06 Jul 2021,1970-01-01 , speED gArAge
C1379,BAtTEry ReplAcEmEnT  ,"May 06, 2020",01/01/1970, caRz
  c1380 ,  BAttEry REPlACemEnT , 01/11/2023,01/01/1970, mEChaNIx 
C1381 , brakE SerVICE , 2021-11-09,"jAN 01, 1970", MeCHanIx
 c1382,BrAKe sErVicE ,07 jul 2023 ,1970/01/01,  SpEed GARAgE 
c1383,battErY rEPlacEmEnt, 03-07-2021 ,1970/01/01,FaStfiX 
c1384 ,BrAKe SErvIce ,2023/11/03 , 1970/01/01 ,faStFIX
c1385,oIl cHanGe ,2022-03-05,01-01-1970,FastFIx
  C1386 ,BAttERY REPLacEmeNt,2021-29-04,01 jaN 1970 ,aUToCAre
 C1387  ,TyrE ChaNGE ,"Jul 12, 2023 "," jAN 01, 1970",AUTOCaRe 
c1388,FuLL SeRvice, 01/12/2022, 01-01-1970 ,caRZ  
 c1389,  ENginE REpAir,07/10/2023,1970/01/01, MECHaNiX 
 C1390 , oiL CHanGe,15 dEC 2022,01 JAn 1970,spEED garaGE 
 C1391, tYre ChaNGe,19/11/2022,01-01-1970, fasTfIX
  C1392  , bAtTery rePLaCeMENt ,15 Apr 2022,01/01/1970 ,aUTOcaRE 
c1393 , OIL chANGE ,05/09/2022,01 Jan 1970,  mEchANiX  
c1394,enGiNe rEPaiR ,2023-07-01,1970/01/01,autocaRe
 c1395,oiL ChANgE ,01/03/2021,1970-01-01 , spEED GaRAge
  C1396,TyRe ChAnGe ,01-25-2023 , 01-01-1970 ,FAstFiX  
 C1397 ,EngINe rEPaIR ,2021/06/15 ,1970/01/01 , carZ
C1398 ,BaTTERy repLaCEmENt, 16 SEP 2022 , 1970/01/01, spEEd GaRagE
 c1399 , TyrE cHaNGE,16 JUl 2020,01 JaN 1970,autoCaRe  
C1400,bATTERY REplACemeNt ,22 MaR 2021,01-01-1970 ,PitSToP 
C1401,baTTERY REPlaCeMeNt , 2020-27-06 , 01 jAN 1970,CArZ
C1402 ,BatTERY replaCEMEnT,2023/10/09 ,01 jAN 1970 ,SPEeD gArAge
 C1403  ,BrakE SeRVICe,2023-21-04,01/01/1970 ,faStfIX 
c1404,BRaKe SerVICE,"NOv 04, 2022 ",1970/01/01,CaRZ
 C1405 ,  braKe seRvICE,19/09/2020, 01-01-1970 ,autocARE 
  C1406, BRaKe SerVICE,2020-12-12,01/01/1970,CArZ 
 C1407, BrakE SerViCE, 08/10/2021 ,1970-01-01, FasTFIx
C1408, oil CHANGe  , 04-23-2021, 1970/01/01 , SPEEd GaraGE
c1409 , fUlL SeRviCE, 06-30-2022,01/01/1970, PitSToP
 C1410,fuLL SerVice,11-22-2023,"JAN 01, 1970", FASTfiX 
 c1411,fuLl SeRviCe ,05-22-2022,01/01/1970, MEcHAnix 
 c1412 ,  tyre cHanGe  ,30 JUl 2023,1970/01/01,fastfix  
 C1413,tyRe chaNge  ,2022-30-05,01 JaN 1970, speed GaRage
c1414 , fUll SeRvice,05-03-2021,1970-01-01,pItstOp
c1415 ,  BRAKe SErvICE ,17/02/2021,01/01/1970, faStFIX 
 C1416  , BattERy REPLaceMENt  , 2020-30-04,1970-01-01 , sPEEd garAge
C1417,braKe seRvIce, 17/01/2023, 1970/01/01,carZ  
 c1418 , TYre ChanGE ,2023-09-02,1970-01-01,auToCaRe
c1419 , BAtteRY rePLACeMent,03-24-2022 ,01-01-1970,fAstfix 
 c1420,oil cHAnGE  ,22 aPR 2021 ,"jan 01, 1970",CArz 
c1421,eNgINe REPAIR,"aPr 28, 2021 ",1970/01/01, MecHanix
 c1422, enGiNE rePAir, 17/06/2023 , 1970-01-01,cArz 
 C1423 ,bRAke sErviCe,2023/06/26,1970-01-01, PiTSToP 
  c1424, tyRE ChanGE ,2022-14-07 ,01 JAN 1970, pitsToP
C1425,TyRE CHaNge , 11-11-2021,"JAN 01, 1970 ",piTSTOP
c1426, BrAkE serVice, 02/09/2023 ,"jAN 01, 1970 ", AutocAre 
C1427 ,engiNE RepAIr , 2023-09-02,1970/01/01,piTSTOP
 C1428,Tyre ChAnGe,2022-20-01,1970-01-01,  CARz 
  C1429 ,OIL CHange ,22 Jul 2022,1970-01-01 ,  fasTfIx 
c1430  ,fulL servICE , 03-28-2020, 01/01/1970, PITSTOp
c1431,FuLl seRVICe  , 15/10/2022 ,01 JAN 1970,  auTocarE
 C1432,baTTErY rEPlacEmeNT, 06-11-2020, 01/01/1970, caRz
 C1433 , bRakE SERvIcE,13/12/2023 ,01 jAn 1970,mecHANiX  
 C1434 , baTtErY REpLaCeMenT ,2020-24-06,1970/01/01, CaRz
  C1435,TYRe ChanGE,01-26-2022,1970/01/01,  SPeeD GArAge
c1436  ,TYre CHANGe," sEp 20, 2020"," jan 01, 1970",FaSTfIx 
  C1437,oiL CHange ,05-15-2022,1970-01-01 , SPEED gARAGe
 c1438,fuLl SeRVicE,2022/04/01,"JaN 01, 1970", mEcHANiX 
 C1439,enginE rEPAir,17/11/2022, 01-01-1970, SPeed GarAgE
 C1440 , eNgINE rEpAiR ,28 nov 2020,01/01/1970 , MEchANIX
c1441 ,TYRe ChaNge,25/11/2023,01/01/1970 ,SPeeD gaRAgE  
C1442,FuLl seRvICe,11-09-2020, 01-01-1970, AuTOcAre 
 c1443, FUll sERviCE ,09-19-2021 ,01 jaN 1970,MEChANiX
c1444 , fULl SErvICE , 01-12-2023,01 jAN 1970,fASTfiX 
 C1445,  BraKe SErViCE,2020/06/29 , 01/01/1970,meCHANiX 
 C1446, brAkE SerViCE,2023/06/20,01-01-1970 ,CArZ  
c1447 , BATteRY RePlACEMeNt ,2023/01/24, 01 jAN 1970, cARz 
 c1448,oil Change , 16/08/2020, 01-01-1970,spEED GaRAGe 
 c1449 ,BatTeRy RepLacEment, 09/07/2023 ,01 jAn 1970,sPEed GArAGE
C1450 ,tyre ChaNgE ,"OCT 09, 2023 ",01-01-1970 ,FaSTfix
 C1451 , batTERy rEPLAcemEnt ,2023-23-06 ,"Jan 01, 1970",FAsTFiX 
c1452 ,bAtTERy rePLaceMEnT,02 Oct 2023,1970/01/01, sPEEd GaRAgE
C1453,BrAke sERvicE,05-17-2022,1970/01/01 , sPeED gARaGE 
 C1454, OIL chAnge ,"may 26, 2023 "," jAN 01, 1970", SpeED gAraGE
C1455, fUlL SERvICe ,06-29-2021,01/01/1970 ,spEEd GaRAge
  C1456 ,TYrE ChangE ,2022-15-04," JAN 01, 1970 ",aUTocAre
  C1457, fULl sERVIcE , 2020-08-08,01/01/1970 , SpEeD GaRaGe 
 c1458 ,BrakE seRvIce,09 JAn 2023, 01-01-1970,cARZ
  C1459  ,TYRe CHANGe ,29/07/2023,1970/01/01,FaStFiX
c1460 , OIl ChanGe  ,24/02/2023,01-01-1970 , CARZ
C1461 ,BraKe sErVICE , 09/08/2023,"JaN 01, 1970", MecHANiX
  c1462,BRake SERViCe ,10-19-2022,1970/01/01,carZ 
 c1463 ,  fulL SERvICe ,07-20-2020,01/01/1970, FaSTFIX
  C1464 ,BattEry rEPLAceMENT  ,07-28-2020,1970/01/01 ,CaRZ 
C1465 ,bRakE SERviCE, 21/02/2020, 01-01-1970,  meChaNIX 
c1466 ,TyrE CHaNge ," jan 10, 2020 ","jAn 01, 1970",FAsTfIX
C1467 ,enGINe REpAIR , 2022/09/08,01 JAn 1970, MeChaNIx
c1468 ,ENgINE repair," fEB 08, 2022",01/01/1970 , fasTFix 
 C1469 , BaTTeRY RepLACemENt,2023/03/03,1970/01/01 , sPeed gAraGE  
 C1470,EngInE rEPaiR , 12/09/2020,01-01-1970,AUTocAre
 C1471, bATTeRy REpLaceMent ,2022-13-10,01/01/1970 , carz 
 C1472, tYrE cHANGe , 2020-19-04,01 JAN 1970 , fASTFix 
C1473,BatteRy RePLAcEment , 2021/07/23, 01/01/1970, CarZ
C1474 ,tYrE chanGE, 13 Dec 2021 , 01-01-1970, PITstop
C1475,  BRAKE seRVIce ,15 nOV 2023 ,1970-01-01,  CaRZ 
c1476 ,bRAke sErvicE,08 apR 2023,01-01-1970 , mEChAnIX
 c1477  ,engINE rEpAir, 26 maY 2022, 1970/01/01,fAStfix
C1478 ,fULl sErVIcE ," aPr 21, 2021",01/01/1970,faSTFIx 
c1479, tYRe CHANgE, 03 Nov 2021, 01-01-1970 , PITStOP
C1480,tYre chANGe,13 jAn 2022,1970-01-01 , faStfiX
c1481,batTErY rEpLaCEMent,25 apR 2021,1970/01/01,Carz
C1482 , Tyre chANGE,"apR 05, 2021",01 jaN 1970,fAsTfIx  
 c1483, BattErY rEPlacemeNT ,06-21-2023, 1970-01-01 ,CaRz  
 C1484 ,  enGiNE RepAIR ,12-02-2021,01-01-1970,  SpEEd GArage 
 C1485 , tYRe ChAnGe,2023/12/14, 1970-01-01 ,FastFIx
 C1486, fUll servIcE,"mAY 02, 2023 ",01-01-1970, AUTOcare 
 C1487 , brAkE ServiCE ,"aUG 30, 2022 ",01-01-1970, FaSTFIX
 c1488,TyRe cHANge,11-05-2022,1970-01-01,MECHanIx
  c1489 , FULl SeRvICe , 12-15-2023 ,1970/01/01,sPEED GARage 
C1490 ,  bRaKE sERvicE, 08-12-2022, 01-01-1970,pItsTOP  
 c1491 ,oil ChANge,03-28-2023, 01-01-1970,MEchanix
C1492,OIL CHAngE ," JUn 02, 2023 ",1970/01/01,aUtocAre
 C1493, FuLl SerVICe,2023/09/25, 01-01-1970 ,pitstOp 
 c1494,bRaKe Service ,12-08-2020 ,01/01/1970 ,  PiTsTop 
C1495 , TyRE cHANGe ,25/06/2022 , 01/01/1970 , AUTOCaRE
c1496, eNgINE repaiR ,30/01/2020, 01/01/1970,  FaSTfix
c1497 , Oil ChANGE,15 MAy 2021,01/01/1970,meChaNIx 
C1498,  fuLL ServICe, 2020/05/02,01-01-1970,mEchanIx 
c1499 , BRAKe SErVicE,13/05/2022,01-01-1970, cARZ 
C1500 ,TYre chANGE,17/06/2021,"jAn 01, 1970", mEChAnIx
  C1501, EnGiNE repAir,2021-09-01,1970/01/01,faSTFIx
  C1502 ,engIne rEPAIR, 27 APr 2021,01 Jan 1970 , piTSTOp
 C1503,BRaKE SERVice , 10-20-2023," Jan 01, 1970",mecHanIX
 C1504,BaTTeRy rePLACEMeNT,22 dEC 2022, 1970-01-01,  carZ 
C1505 , fUlL sErviCe , 2021/12/22 , 1970/01/01 , PiTsTOP 
C1506,  eNgINe rEpAIr,12-20-2020 , 1970-01-01,sPEEd GaragE 
 c1507,OIL cHaNge ,"Mar 14, 2021","JaN 01, 1970 ", FASTfIX 
c1508 , Brake SERvICE ,06-17-2021,01-01-1970, PItstop 
 C1509 , FUlL SERvice,"sep 01, 2020",01-01-1970, PITstop
 C1510,braKE servIce, 06-17-2022," JAn 01, 1970", autocarE
c1511,fuLl seRviCe ,18 APr 2021,1970-01-01, AuToCARe
 c1512 ,  tyRe CHAnGe,03/03/2023 ," JAN 01, 1970", cARz
  c1513  ,  Oil ChanGE,2022/07/16,1970-01-01 , MECHAnix
C1514 ,bRaKe sErvIcE,2020-03-05, 01/01/1970,aUToCaRe 
c1515, BaTtEry REplacEMenT,23 OCt 2022 ,1970/01/01,SPeED gaRage
c1516 , tyre ChANge ,"jUl 18, 2021", 01 JAN 1970,mecHanIx
C1517, eNGInE RepaIR,10-05-2022, 01/01/1970,  PiTsTop 
C1518 , oiL Change ,2020/06/18,01 jAN 1970 , MecHAnIx
c1519, brakE SeRviCE ,14 maR 2022,01-01-1970,aUTocarE
c1520, BaTtErY RePLacEmenT ,18 SeP 2022,1970/01/01 , piTsToP 
  c1521  , fuLl SErVICE ,2021/10/08 ,1970-01-01, SPEEd gARaGE
  C1522 ,BATTERY REplAcement ,2022-17-09, 01 JAn 1970, fAsTFIX
c1523,FulL SErViCE," JUN 22, 2022 ", 1970-01-01,CArz
  C1524 , BaTTEry REPLACEmENt ,30 NOV 2021, 01-01-1970, speEd gARaGE
c1525,EngINE RePAIR, 10/12/2020 ,"JaN 01, 1970",AutOCArE
c1526 , bAtteRy rEplAcEMEnT,07/12/2022,"jan 01, 1970",PItSTOP
 c1527,oIL CHaNGe,09-25-2023,01 JAn 1970,  mechAnIX 
C1528 , bRAKe SERvIce, 02/07/2023, 01/01/1970, AutOCare 
 C1529,tyRE chaNGE ,2021-30-10 , 1970-01-01 , faSTFIx
c1530,Oil chaNgE, 2020-24-06,01-01-1970,AutoCAre 
 C1531 ,fuLl ServicE, 09 jAN 2020, 01 JaN 1970,carZ
C1532,TYRE CHaNGe ," NoV 01, 2020 ",01-01-1970, mEChANIX 
 C1533,oIl chANGE," MAR 05, 2022","Jan 01, 1970", MecHaNiX
C1534,FuLL SERVice , 04-07-2020 ,1970/01/01,  CARZ
  c1535 ,brAke sErvicE ,20/08/2022,01 jAn 1970 ,PitstOP 
  c1536 ,Oil CHaNGE,2023/04/10, 01 JaN 1970 ,FaSTfIx
 c1537 ,  BATtEry RepLaCEMeNt ,09-30-2023,01-01-1970,  FaStFIx
C1538 , FUlL SErviCe,2021/04/14 ,"Jan 01, 1970", pITSTOP 
 C1539, EnGInE RepaIr,13 nov 2022,01 JAN 1970,carz  
c1540, FUlL sErvICE ,02-21-2022,"Jan 01, 1970 ",MEchanix 
C1541 ,tYrE chAnGE,29 NOv 2023,01 JaN 1970,CaRz
c1542  , TYRe ChAnge,07/12/2020 , 1970-01-01, cARZ 
C1543 , Oil CHANGe ,17/03/2020 ,01 JAn 1970,fAsTFix 
 c1544 , oiL ChanGE , 2022-03-03,01-01-1970 , PITSTop  
 C1545 , BrAKE sErVicE ,"deC 10, 2020 ",1970/01/01, pItSToP 
c1546,ENgInE rePAIr  ,05-09-2023 , 01 Jan 1970, PiTStoP 
 c1547 ,eNGiNe rEPAIr, 10-19-2020," jan 01, 1970",  AUTocArE
  c1548 , BatteRY RePlACEmENT," apR 28, 2022",01 Jan 1970 , fASTFiX
 c1549,  ENginE repAIR ,06-09-2022,01-01-1970 , meCHaniX 
c1550, TYRE chaNGe  ,2021-09-05,"jan 01, 1970 ",mecHanIX 
C1551,fUlL sERvice, 01 nOv 2022,1970/01/01,SpeED GaRAGe
 C1552 ,BRAKe sErvicE,15/01/2021,01-01-1970 , autocAre 
c1553, fUll SErVice,02-13-2021, 1970/01/01,MechaNiX
c1554,BATTErY REplaceMENt," apR 09, 2022 "," jAn 01, 1970 ",FaSTFix
C1555 ,BrAke sErVicE,30 dec 2021 ,01-01-1970, carz  
 C1556 , BRAkE servICe,03 Aug 2023 ,01/01/1970, sPeED GarAGe 
C1557  ,TYre chaNGe, 23 oCT 2023, 01 jAN 1970,caRZ
 c1558  ,FULL sErViCE  , 12 Feb 2022 ,1970/01/01, AUTOCARe 
 c1559,TyRe ChaNGe,15/03/2021,"Jan 01, 1970 ",speEd gARAge 
 c1560,FuLl SErvice,2020/11/06,1970/01/01,SPeed GaRaGe
C1561 ,OiL CHANGe  , 2023/03/19,"Jan 01, 1970", CARZ
 c1562,fULL SErvICE , 26/03/2021,1970/01/01, MEChANiX
 C1563 ,bAtTEry rePlacEMent ,"Mar 07, 2020",01/01/1970, cARZ
 c1564 , Battery REpLacemENt, 24/11/2022,01/01/1970, autOCARE
 C1565,brAke sERVIcE,09-09-2020 ,1970/01/01,FasTFiX
  c1566 ,  EngINe RePaIR,2022/04/04,01-01-1970,fAsTFIX
  c1567 , BrAKe SeRViCe , 30/03/2021 , 01/01/1970,  cArz 
 c1568, ENgine RePAiR ,2021-07-11,1970/01/01, FaSTFix 
 c1569 , FUll seRvIce ,2022-11-10, 01 JaN 1970,SPEED gaRagE 
 C1570,FULl SErVice , 23 Jul 2021,1970/01/01, autOcAre
C1571 , BaTterY REPlAceMEnT ,"AUG 05, 2020 ",1970-01-01,PiTSTop  
C1572 ,BrAke SeRvice," Dec 07, 2022 ","jAn 01, 1970 ", FaStFix
c1573,OIl CHAnGE , 2023/12/19,01-01-1970, SpEEd gARAgE
 C1574 , brAKe seRVICe ,08-07-2023, 1970/01/01, mecHaNix 
 C1575, Oil CHAngE , 24/08/2021,01/01/1970 , autocaRe
  c1576 , FulL SeRvICE,2020-25-10 ,01-01-1970,faSTFix
c1577 ,fUlL SErViCe,"FEB 25, 2021",01/01/1970,MEcHaNIX  
 c1578 ,eNGiNE RepaIR ,2021-17-11 ,01-01-1970 , fAStfIx  
 C1579,FUlL seRVicE ,"mAr 04, 2022", 01/01/1970,SpeeD GaraGE 
c1580 , Oil chAngE, 2023-14-01, 01/01/1970 , sPeed gARagE 
c1581,Oil chaNGe ,11-03-2020,01/01/1970,SpEed gaRAgE
 c1582 ,eNginE rEpaIR ,04/06/2021 ,"jAN 01, 1970",fAStfIx  
 C1583,OiL chanGe ,20/12/2023,1970-01-01 ,auTocaRE
c1584 ,OiL chAnge,29/04/2023,1970-01-01, SpEeD garAGE 
C1585 , oil CHangE ," oCt 10, 2022", 01 JaN 1970, SpEED garaGe
c1586,oIl CHANGE,"DEC 21, 2021",1970/01/01,caRz 
  C1587 ,  BaTteRY REplacEMeNT  ," FEb 09, 2020",01-01-1970,sPEED GaRAgE
C1588,OIl cHanGe,17/04/2022,01-01-1970,CaRz  
 C1589,EngiNE rePAiR ,08-22-2020,01-01-1970 , mEChAniX
 C1590 ,brAkE SeRvIcE,01 JuL 2022,"jan 01, 1970",speEd GaRAgE
C1591 ,OIl cHaNGe ,"jul 12, 2020 ","jAn 01, 1970",speEd gArage
 C1592 ,fulL SeRvICe ,26 mAY 2022,"jan 01, 1970 ",fastfIx
 c1593 , bRaKe ServiCe ,"apR 30, 2023 ",01 JaN 1970, spEED GaRage 
 c1594, Oil ChAnge ,08-17-2021,1970/01/01 ,spEEd gArage  
  c1595,Full SERvICE,05-15-2022, 1970/01/01, MEcHANIX 
 c1596 ,eNgiNE REpaiR,27/03/2021 ,"jan 01, 1970",  FastFiX 
 c1597, EnGiNe RePaIr , 12 oCt 2020, 01-01-1970,  autoCare
C1598 ,BaTTeRY rEplACEmenT,20 Apr 2022 ," jaN 01, 1970",FastfIx
C1599,tYrE CHANge ,18/02/2023,"jAn 01, 1970 ",AuTOCAre 
C1600,eNGine rEpaiR ,"AUG 14, 2023", 01/01/1970,meChANiX 
 c1601 ,ENgiNe RePAIr ,11-07-2021, 1970/01/01 ,SpEED gARAgE 
c1602,Oil CHanGE ,2020-11-08,01/01/1970,AUTOcaRe 
 c1603  , batTeRY RePLaCEMenT, 09-12-2021,01-01-1970,AUTocaRe 
  C1604,BAtTERy rEPlaCEmENt ,2023/01/22 ,1970/01/01 ,aUtOCaRE
C1605  ,oil chaNGE,16/11/2022, 01 jAN 1970 , SpEED garage 
c1606,  TYRE ChAnGe, 06/11/2021, 1970/01/01, mEcHaniX  
 C1607 , FULL sErVIcE,2022-15-02,01/01/1970,SPEEd gaRAgE 
c1608, FuLl SeRvIcE,"jUL 12, 2023",1970-01-01, pITSTop 
c1609  ,BAttErY replacemEnT, 04 ApR 2021,1970-01-01,aUTOCAre
 C1610, oIL ChaNge,26 juN 2020, 01 JAN 1970 ,  faSTfIX 
c1611 ,bRAKE sErViCE,09/09/2020,01 jan 1970,  faSTfix 
 c1612, full SeRVICE ,2021/11/06,01-01-1970,  PITstOp  
 C1613, BRAKe SErvIcE ,09-23-2022," JaN 01, 1970",mECHaniX
C1614,TyRE cHANGE,25/08/2020, 01-01-1970,Carz
c1615, brAKe SeRviCe, 03/01/2020 ,01-01-1970, AUtOcARE
C1616,  BatTery REPlAceMent,2023/04/16,01/01/1970,MechAnix
 C1617  ,  full SeRviCe,"sEp 18, 2022",1970-01-01,MEChaniX
C1618 ,fuLL sErvICe, 21 aPR 2022 , 1970/01/01,FAstFiX
 c1619,engiNe REPAIR, 2021-05-07, 01-01-1970, Speed GarAGE 
C1620 ,BraKe SErvice,26 apR 2020,01 jAn 1970, mEChaNix
c1621 ,FuLL sERvIce ,2020-08-02,1970/01/01, CArz  
 c1622 ,  ENGINe repAiR ,"may 30, 2022","JAN 01, 1970", aUtocarE
 C1623,tyRE cHaNge, 15/10/2020,01-01-1970,PitstOP 
 c1624  , ENgINe rEPaIr ,25 JAn 2022,1970-01-01,FastFiX 
C1625,bATTery REPlaCemEnt,29 juN 2023, 01 jaN 1970 ,  CARZ 
 c1626 ,FuLl seRvicE  , 31/01/2022,1970-01-01, faSTfiX 
C1627, fULL sERViCE ," ApR 18, 2021","Jan 01, 1970", FasTFIX 
 c1628 ,  BRAkE SeRViCE, 16/07/2021," jAn 01, 1970 ",fAstFIx 
 c1629 ,BRAkE SErVicE ,"AuG 05, 2022",01-01-1970 ,Mechanix
 C1630,eNGinE RepaIR, 14 jan 2021,1970/01/01,CARz
  c1631 ,BAtteRY RePlacemenT  ,12-08-2021,01-01-1970, speED Garage 
 c1632 ,BATtEry REPlACEmeNT , 2020/04/23,1970-01-01,cArz
C1633  ,oiL chanGE , 06-06-2021 ,"jAN 01, 1970 ",autoCAre
 c1634 , batTerY RePLaCEmENt ,07-09-2023 ,1970-01-01, SPEed garagE
 c1635 , fUlL SeRvICE,2022-02-08,1970-01-01,AuTOCarE
 c1636, OIl cHangE ," mAY 31, 2020 ",01/01/1970,aUTOcarE
C1637, engIne rEPAIr, 10/08/2020, 01-01-1970 ,carZ
C1638,BRakE sERVIce, 02 fEB 2020,1970/01/01 , AuTOCare
 c1639 ,TYRe ChanGE  , 02 may 2020,1970-01-01,piTStop 
C1640,oiL chaNGE,09/11/2022, 01/01/1970, aUtOCarE 
c1641,oIl ChangE,2023/01/01,01 JAN 1970 , piTStOp  
 C1642  ,BAtterY repLaCEMent ,10-07-2021 ,1970-01-01 ,pItSTOp  
 C1643 , BaTteRY replACEMenT, 03-26-2023,"Jan 01, 1970",PItsToP 
c1644 , EnGinE REPaiR  ,09-30-2022,01 JAn 1970,fAstfIx  
C1645 , EngiNe rEpaIR,"dEC 27, 2023",1970/01/01,caRZ 
c1646 ,oIL ChaNge, 03 oCt 2023,01-01-1970,mECHanix
c1647  ,oil chaNGe ,2022-03-11 ,"JAn 01, 1970",SPEeD gaRaGe 
c1648 ,BrAkE SERVIcE , 2020-24-06,01 JAn 1970, AuToCARe
  c1649,EnGIne RepAIr,02-12-2023,01-01-1970 ,sPeed GaRAge
C1650,battery rEpLaCemenT  ,"dec 09, 2023",01-01-1970,CARz 
  c1651  , bATtERy RePlaCeMeNT, 2020/09/25 , 01/01/1970 , mEcHanIx 
c1652, OIL CHAnGe ,2023/03/19, 1970-01-01, CARZ
  C1653, EnginE rEPAIr,2022-09-05,"JAn 01, 1970",aUTocARe  
C1654 ,tYRE cHANGE, 01 mAY 2021,01-01-1970 , caRZ
 c1655 ,eNgine rEpAiR ,"jUN 13, 2021 ", 1970/01/01 , cArZ 
  c1656 ,eNGinE RePAIR, 2023/12/07,01 jAn 1970,MeChaNIx
c1657 ,oIl chANGe ,"mAy 20, 2020", 01-01-1970,SpEED gARAge
C1658,  oil cHANgE,02-22-2023,1970-01-01 ,carZ
 C1659 ,eNGInE rEPaIr,22/12/2021,01-01-1970,PITSTOp 
C1660, brAke service ,2020-08-08,01/01/1970, mEcHAnIx 
 c1661  , TYRE cHaNGe, 29 SeP 2020 ,1970-01-01, PItSTop
 C1662 , fUll sErviCe ,2020-28-04,01/01/1970, cARz
  c1663, oIL CHAnGE," OCT 12, 2023",01-01-1970, AuToCaRe 
 C1664, BRAKE SeRVice ," Apr 04, 2023",1970/01/01,CARZ 
 c1665 , OIL CHaNGe ,2022-11-09,01/01/1970, PITSTOp 
 C1666 ,oIL cHaNgE ,"mAy 29, 2021",01 JaN 1970 , meCHaniX 
c1667 , Oil chANge  ,06-30-2023, 01-01-1970 , FasTFIX 
C1668  ,  oil ChAnGE,28/06/2022,01-01-1970 ,mechanIX 
C1669 , bRake SErviCE ,02-20-2022,1970/01/01, mEchAnIX 
C1670,Oil chANGe , 14/02/2021 ,1970/01/01, caRz
C1671 ,  BAtTeRy rEplaCEmenT,2021/08/22,1970/01/01 ,AutocaRe  
C1672, baTteRy rEpLAcEmENt,19 AUg 2023,01-01-1970,MeChaNix
c1673, tYrE chanGe , 18 Nov 2020,01/01/1970 ,CArz
 C1674,tYrE cHAngE,10-03-2022,"Jan 01, 1970", SpEed gArage 
  c1675,tyRe ChANGe,07 JaN 2023 ,01-01-1970,mECHaNix
C1676 ,  engiNe REPair," MAr 10, 2020 ",01 jan 1970, PitsTop 
 c1677, fuLl servICe, 09-02-2022 , 1970-01-01, FAsTFiX 
C1678,BATTerY rEpLaCeMENT,01-26-2023,01-01-1970, CARZ
 C1679, BatteRY rePlACeMEnt ,2022-28-04 ,1970-01-01,MEcHAnix
c1680  , tYrE ChanGE , 20 OCt 2020,01 jAN 1970, PITSToP
